seed,arrival_rate,service_rate,rho,simulation_time,queue_capacity,total_arrivals,accepted_arrivals,rejected_arrivals,completed_customers,average_number_in_system,average_number_in_queue,average_time_in_system,average_time_in_queue,server_utilization,denial_probability
20260626,7.5,10.0,0.75,100.0,infinite,735,735,0,733,2.174178077219386,1.4705452919844115,0.2962723905912875,0.2003123955887743,0.7036327852349714,0.0
